"1118","daštānestān"
"1119","daštānmāh"
"1120","daštānōmand"
"1121","dāštār"
"1122","dastgīr"
"1123","dastgraw"
"1124","dastkārīh"
"1125","dastšōy"
"1126","dastwar"
"1127","dastwarīh"
"1128","dastyār"
"1129","dastyārīh"
"1130","daw-"
"1131","dawāl"
"1132","dawāl"
"1133","dawīdan daw-"
"1134","dawīdan daw-"
"1135","dawistan"
"1136","daxmag"
"1137","daxmagestān"
"1138","daxšag"
"1139","daxšagōmand"
"1140","Day"
"1141","dāyag"
"1142","dāyagānīh"
"1143","dazīdan daz-"
"1144","dazišn"
"1145","nigāh dāštan"
"1146","pad daxšag dāštan"
"1147","pad dēbahr dāštan"
"1148","pad ēd dāštan"
"1149","pad ēd dāštanišn"
"1150","pad ... dāštan"
"1151","pās dāštan"
"1152","spās dāštan spās hangārdan"
"1153","dēbāg"
"1154","dēbahr"
"1155","dēg"
"1156","deh"
"1157","dehgān"
"1158","dēn"
"1159","dēnār"
"1160","dēnāstawān"
"1161","dēnburdār"
"1162","dēnīg"
"1163","dēnōdag"
"1164","dēr dērand"
"1165","dēs dēsag"
"1166","dēsīdan dēs-"
"1167","dēw"
"1168","dēwān"
"1169","dēwānag"
"1170","dēwār"
"1171","dēwēsnīh"
"1172","dēwēzagīh"
"1173","dēwōk"
"1174","pad dēbahr dāštan"
"1175","dibīr"
"1176","dibīrestān"
"1177","dibīrīh"
"1178","did"
"1179","dīdan wēn-"
"1180","dīdār"
"1181","didom"
"1182","dīg"
"1183","dil"
"1184","dilēr"
"1185","diz"
"1186","pad dīdār"
"1187","dō"
"1188","dō-axwānīg"
"1189","dōgānag"
"1190","dōk"
"1191","dōl"
"1192","dōpahikār"
"1193","dōpāy"
"1194","dōs"
"1195","dōš"
"1196","dōš"
"1197","dōš- dōšišn"
"1198","dōšag"
"1199","dōšagīh"
"1200","dōšāram"
"1201","dōšastar"
"1202","dō-saxwan"
"1203","dōsēn"
"1204","dōšīdan"
"1205","dōšīdan dōš-"
"1206","dōšišn"
"1207","dōšīzag"
"1208","dōšīzagīh"
"1209","dōst"
"1210","dōstīh"
"1211","dō̆wom"
"1212","dōxtan dōš-"
"1213","dōxtan dōz-"
"1214","dōysr dōysar"
"1215","dōz-"
"1216","gām ī dō pāy"
"1217","drafš"
"1218","drafšīdan drafš-"
"1219","drahm"
